source_system,source_record_id,date_id,customer_id,product_id,billing_cycle,amount_lcy,currency_code,country,ingest_batch_id
csv,fact_subscription_revenue.csv:1346,20231225,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1347,20231225,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1348,20240125,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1349,20240125,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1350,20240225,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1351,20240225,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1352,20240325,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1353,20240325,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1354,20240425,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1355,20240425,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1356,20240525,CUST-0053,PROD-001,monthly,18.59,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1357,20240525,CUST-0053,PROD-005,monthly,55.79,EUR,France,batch-001
csv,fact_subscription_revenue.csv:1358,20230402,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1359,20230502,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1360,20230602,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1361,20230702,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1362,20230802,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1363,20230902,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1364,20231002,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1365,20231102,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1366,20231202,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1367,20240102,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1368,20240202,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1369,20240302,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1370,20240402,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1371,20240502,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1372,20240602,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1373,20240702,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1374,20240802,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1375,20240902,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1376,20241002,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1377,20241102,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1378,20241202,CUST-0054,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1379,20231214,CUST-0055,PROD-001,annual,185.99,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1380,20231214,CUST-0055,PROD-003,annual,371.99,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1381,20231214,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1382,20240114,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1383,20240214,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1384,20240314,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1385,20240414,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1386,20240514,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1387,20240614,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1388,20240714,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1389,20240814,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1390,20240914,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1391,20241014,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1392,20241114,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1393,20241214,CUST-0055,PROD-001,annual,185.99,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1394,20241214,CUST-0055,PROD-003,annual,371.99,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1395,20241214,CUST-0055,PROD-005,monthly,55.79,EUR,Poland,batch-001
csv,fact_subscription_revenue.csv:1396,20230816,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1397,20230816,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1398,20230816,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1399,20230916,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1400,20230916,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1401,20230916,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1402,20231016,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1403,20231016,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1404,20231016,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1405,20231116,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1406,20231116,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1407,20231116,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1408,20231216,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1409,20231216,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1410,20231216,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1411,20240116,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1412,20240116,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1413,20240116,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1414,20240216,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1415,20240216,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1416,20240216,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1417,20240316,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1418,20240316,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1419,20240316,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1420,20240416,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1421,20240416,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1422,20240416,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1423,20240516,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1424,20240516,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1425,20240516,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1426,20240616,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1427,20240616,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1428,20240616,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1429,20240716,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1430,20240716,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1431,20240716,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1432,20240816,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1433,20240816,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1434,20240816,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1435,20240916,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1436,20240916,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1437,20240916,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1438,20241016,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1439,20241016,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1440,20241016,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1441,20241116,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1442,20241116,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1443,20241116,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1444,20241216,CUST-0056,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1445,20241216,CUST-0056,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1446,20241216,CUST-0056,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1447,20230323,CUST-0057,PROD-001,annual,199.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1448,20230323,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1449,20230423,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1450,20230523,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1451,20230623,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1452,20230723,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1453,20230823,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1454,20230923,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1455,20231023,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1456,20231123,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1457,20231223,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1458,20240123,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1459,20240223,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1460,20240323,CUST-0057,PROD-001,annual,199.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1461,20240323,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1462,20240423,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1463,20240523,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1464,20240623,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1465,20240723,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1466,20240823,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1467,20240923,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1468,20241023,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1469,20241123,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1470,20241223,CUST-0057,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1471,20240109,CUST-0058,PROD-002,annual,278.99,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1472,20240109,CUST-0058,PROD-003,annual,371.99,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1473,20240109,CUST-0058,PROD-004,annual,464.99,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1474,20240109,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1475,20240209,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1476,20240309,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1477,20240409,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1478,20240509,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1479,20240609,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1480,20240709,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1481,20240809,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1482,20240909,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1483,20241009,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1484,20241109,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1485,20241209,CUST-0058,PROD-005,monthly,55.79,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:1486,20230602,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1487,20230602,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1488,20230602,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1489,20230702,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1490,20230702,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1491,20230702,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1492,20230802,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1493,20230802,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1494,20230802,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1495,20230902,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1496,20230902,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1497,20230902,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1498,20231002,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1499,20231002,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1500,20231002,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1501,20231102,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1502,20231102,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1503,20231102,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1504,20231202,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1505,20231202,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1506,20231202,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1507,20240102,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1508,20240102,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1509,20240102,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1510,20240202,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1511,20240202,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1512,20240202,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1513,20240302,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1514,20240302,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1515,20240302,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1516,20240402,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1517,20240402,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1518,20240402,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1519,20240502,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1520,20240502,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1521,20240502,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1522,20240602,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1523,20240602,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1524,20240602,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1525,20240702,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1526,20240702,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1527,20240702,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1528,20240802,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1529,20240802,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1530,20240802,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1531,20240902,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1532,20240902,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1533,20240902,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1534,20241002,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1535,20241002,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1536,20241002,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1537,20241102,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1538,20241102,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1539,20241102,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1540,20241202,CUST-0059,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1541,20241202,CUST-0059,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1542,20241202,CUST-0059,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1543,20231128,CUST-0060,PROD-004,annual,499.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1544,20241128,CUST-0060,PROD-004,annual,499.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:1545,20230903,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1546,20230903,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1547,20231003,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1548,20231003,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1549,20231103,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1550,20231103,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1551,20231203,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1552,20231203,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1553,20240103,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1554,20240103,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1555,20240203,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1556,20240203,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1557,20240303,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1558,20240303,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1559,20240403,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1560,20240403,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1561,20240503,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1562,20240503,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1563,20240603,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1564,20240603,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1565,20240703,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1566,20240703,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1567,20240803,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1568,20240803,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1569,20240903,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1570,20240903,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1571,20241003,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1572,20241003,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1573,20241103,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1574,20241103,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1575,20241203,CUST-0061,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1576,20241203,CUST-0061,PROD-004,monthly,68.5,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:1577,20230524,CUST-0062,PROD-001,annual,185.99,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1578,20230524,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1579,20230624,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1580,20230724,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1581,20230824,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1582,20230924,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1583,20231024,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1584,20231124,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1585,20231224,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1586,20240124,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
csv,fact_subscription_revenue.csv:1587,20240224,CUST-0062,PROD-004,monthly,46.49,EUR,Italy,batch-001
